-0.423311,0.0262907,0.902635
-0.404897,0.0444242,0.905833
-0.371321,0.0774938,0.911664
-0.326811,0.121332,0.919394
-0.279481,0.167936,0.927611
-0.240017,0.206796,0.934463
-0.204536,0.241742,0.940624
-0.170624,0.27514,0.946513
-0.136483,0.308768,0.952442
-0.100439,0.344257,0.9587
-0.0654144,0.378758,0.964784
-0.0365519,0.40718,0.969795
-0.0120198,0.431342,0.974055
0.00182586,0.441365,0.975822
0.0205915,0.422897,0.972566
0.046498,0.397383,0.968067
0.0772123,0.367136,0.962734
0.115524,0.329409,0.956082
0.161704,0.283924,0.948061
0.201311,0.244919,0.941183
0.236836,0.209935,0.935018
0.270716,0.176574,0.929132
0.304761,0.143042,0.92322
0.340636,0.107714,0.916991
0.378848,0.0700851,0.910356
0.411039,0.038385,0.904766
0.437924,0.0119042,0.9001
0.447892,-0.00209565,0.897626
0.427674,-0.0219962,0.894118
0.401236,-0.0480344,0.889527
0.370288,-0.0785081,0.884154
0.332121,-0.116095,0.877527
0.285453,-0.162057,0.869423
0.245283,-0.201614,0.862449
0.20945,-0.236902,0.856227
0.17543,-0.270407,0.850319
0.141378,-0.303947,0.844405
0.105625,-0.339157,0.838197
0.0686373,-0.375579,0.831773
0.0375998,-0.406145,0.826386
0.0111141,-0.432234,0.821782
-0.00248905,-0.440732,0.820283
-0.0246327,-0.418915,0.824131
-0.0533897,-0.390595,0.829125
-0.0878603,-0.356643,0.835112
-0.13296,-0.312222,0.842944
-0.177125,-0.268742,0.850613
-0.214989,-0.231452,0.857188
-0.249795,-0.197171,0.863232
-0.283681,-0.163801,0.869116
-0.318365,-0.129647,0.875138
-0.355401,-0.0931726,0.881569
-0.388802,-0.0602852,0.887368
-0.416902,-0.0326073,0.892248
-0.441218,-0.00866536,0.896469
-0.449999,2.36685e-07,0.897995
