-0.436592,0.0133666,0.89916
-0.418431,0.031467,0.900733
-0.388587,0.0612096,0.90335
-0.35183,0.0978191,0.906555
-0.304108,0.145365,0.910743
-0.261515,0.187788,0.914429
-0.224507,0.22467,0.917679
-0.19008,0.258939,0.920669
-0.156254,0.292653,0.923593
-0.121325,0.327424,0.926636
-0.0840763,0.364563,0.92988
-0.0514383,0.39706,0.932719
-0.0240917,0.424285,0.935122
-0.00273261,0.445577,0.936946
0.00974609,0.438562,0.936345
0.0346999,0.413704,0.93416
0.0639494,0.384565,0.931637
0.0996103,0.34905,0.928542
0.145741,0.303117,0.924516
0.187991,0.261043,0.920858
0.224849,0.22432,0.91765
0.259217,0.190104,0.914668
0.293068,0.156358,0.911686
0.32808,0.121452,0.908602
0.332927,0.112314,0.903361
0.332926,0.112305,0.90335
0.332924,0.112311,0.903354
0.332921,0.112315,0.903333
0.332919,0.112315,0.903344
0.332922,0.112314,0.903345
0.332926,0.112317,0.903354
0.332933,0.112301,0.903358
0.332919,0.11231,0.903335
0.332919,0.112291,0.903325
0.332924,0.112297,0.903347
0.332921,0.112311,0.903327
0.332918,0.112306,0.903331
0.33292,0.112295,0.903337
0.332923,0.112315,0.903345
0.332915,0.1123,0.903342
0.332912,0.112314,0.90334
0.332923,0.112309,0.90334
0.33292,0.112319,0.90335
0.332918,0.112318,0.903334
0.33292,0.112314,0.903338
0.332928,0.112312,0.903347
0.33292,0.112306,0.903339
0.332921,0.112299,0.903325
0.33293,0.112308,0.903354
0.332923,0.112319,0.903356
0.332922,0.112317,0.903349
0.332919,0.112294,0.90333
0.332916,0.112313,0.903341
0.332916,0.1123,0.903334
0.332925,0.112319,0.903346
0.332916,0.112325,0.903339
0.332921,0.112297,0.903327
0.332917,0.112305,0.903337
0.332918,0.11231,0.903356
0.332915,0.11232,0.903354
0.332921,0.112299,0.903341
0.332923,0.112308,0.903335
0.332924,0.112311,0.903346
0.332928,0.112302,0.903348
0.332925,0.112327,0.903352
0.332919,0.112329,0.903354
0.332929,0.112295,0.903351
0.332919,0.112318,0.903346
0.332926,0.112295,0.903354
0.332921,0.112316,0.903332
0.332914,0.112313,0.903339
0.332927,0.112306,0.903345
0.332918,0.112309,0.903342
0.332918,0.112312,0.903324
0.332922,0.112318,0.903342
0.332924,0.112315,0.903347
0.332932,0.112294,0.903352
0.332925,0.112301,0.903352
0.33292,0.112304,0.903331
0.332918,0.112301,0.903337
0.332926,0.112298,0.903335
0.332915,0.112323,0.903332
0.332932,0.112307,0.903333
0.332919,0.112321,0.90335
0.332926,0.112302,0.903347
0.332917,0.112312,0.90334
0.332928,0.1123,0.903356
0.33292,0.112309,0.903334
0.332924,0.112299,0.90334
0.332922,0.112311,0.903339
0.332916,0.112312,0.903343
0.332924,0.112299,0.903343
0.332918,0.112306,0.903334
0.332919,0.112304,0.903337
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
