-0.409564,0.00149625,0.895774
-0.392784,0.00126541,0.896116
-0.365386,0.0008886,0.896674
-0.336529,0.000490451,0.897263
-0.306947,8.31825e-05,0.897867
-0.300013,0.00776844,0.905767
-0.300016,0.0477558,0.945753
-0.300017,0.0872246,0.985222
-0.300011,0.094938,1.00306
-0.300018,0.0556704,1.04232
-0.300016,0.017025,1.08096
-0.300011,-0.00193897,1.09606
-0.300015,-0.030309,1.06769
-0.300022,-0.0745794,1.02343
-0.30001,-0.0984152,0.996457
-0.300015,-0.0684295,0.966417
-0.300019,-0.0229626,0.920949
-0.3,-4.15019e-05,0.89804
-0.3,1.18108e-07,0.897999
