-0.435225,0.0933334,0.904739
-0.428944,0.13298,0.904739
-0.409558,0.175213,0.904739
-0.377841,0.237463,0.904739
-0.355897,0.27267,0.904739
-0.306924,0.321642,0.904739
-0.265963,0.362613,0.904739
-0.219142,0.387176,0.904739
-0.157485,0.418591,0.904739
-0.119012,0.431155,0.904739
-0.0493376,0.44219,0.904739
0.00142033,0.449751,0.904739
0.0604418,0.44043,0.904739
0.127158,0.429866,0.904739
0.166555,0.413969,0.904739
0.229036,0.382136,0.904739
0.268477,0.360092,0.904739
0.31532,0.313248,0.904739
0.360058,0.268512,0.904739
0.382949,0.227432,0.904739
0.414601,0.165315,0.904739
0.429923,0.126789,0.904739
0.440828,0.0579281,0.904739
0.449746,0.00155056,0.904739
0.441794,-0.0518172,0.904736
0.430955,-0.120276,0.904739
0.417976,-0.158695,0.904739
0.385847,-0.221753,0.904739
0.362557,-0.266011,0.904739
0.319234,-0.309334,0.904739
0.271832,-0.356736,0.904739
0.234823,-0.379187,0.904739
0.172269,-0.411057,0.904739
0.132103,-0.429082,0.904739
0.0657081,-0.439596,0.904739
0.00430925,-0.449323,0.904739
-0.043875,-0.443057,0.904739
-0.112673,-0.43216,0.904739
-0.152115,-0.421326,0.904739
-0.214707,-0.389436,0.904739
-0.263948,-0.364227,0.904739
-0.303561,-0.325005,0.904739
-0.352261,-0.276306,0.904739
-0.375305,-0.242441,0.904739
-0.4073,-0.179642,0.904739
-0.42845,-0.136096,0.904739
-0.438258,-0.0741703,0.904739
-0.448604,-0.00884804,0.904739
-0.449999,2.21364e-07,0.904739
