-0.415234,0.0347832,0.897972
-0.395894,0.054138,0.898036
-0.362195,0.0878506,0.898061
-0.318201,0.131842,0.898027
-0.273213,0.176797,0.897999
-0.234921,0.215089,0.897998
-0.19992,0.250112,0.898018
-0.165955,0.284034,0.897978
-0.131391,0.318651,0.898019
-0.0944571,0.3556,0.898004
-0.0592718,0.390776,0.898005
-0.030211,0.419833,0.898065
-0.0057077,0.444339,0.89809
0.00548788,0.444509,0.898013
0.0298037,0.420218,0.89809
0.0586171,0.391405,0.898011
0.0933763,0.356657,0.898028
0.138866,0.311173,0.898025
0.18246,0.26756,0.897998
0.220002,0.230027,0.898002
0.254614,0.19543,0.898027
0.2884,0.161611,0.898014
0.323061,0.126966,0.897994
0.360239,0.0897381,0.897951
0.394469,0.0555226,0.898024
0.422913,0.0270765,0.89799
0.446172,0.0038106,0.898019
0.442089,-0.00792822,0.897983
0.41687,-0.0331343,0.897993
0.387313,-0.0627202,0.898038
0.351272,-0.0987606,0.898019
0.304576,-0.145417,0.897989
0.262202,-0.187803,0.897998
0.225326,-0.224743,0.897995
0.190907,-0.259107,0.897993
0.157093,-0.292955,0.898019
0.122118,-0.327944,0.898052
0.0846085,-0.365391,0.897948
0.0515561,-0.398479,0.898008
0.0238567,-0.426178,0.897994
0.00245867,-0.447554,0.898005
-0.0107054,-0.43933,0.898042
-0.036349,-0.41367,0.898015
-0.066514,-0.383498,0.898007
-0.103629,-0.346391,0.898023
-0.15091,-0.299088,0.89801
-0.192569,-0.257463,0.898007
-0.22918,-0.220847,0.898009
-0.263537,-0.186465,0.89798
-0.297563,-0.152417,0.897985
-0.332967,-0.117026,0.898002
-0.370534,-0.0795152,0.898047
-0.402717,-0.0472711,0.89796
-0.429802,-0.0201761,0.897934
-0.449475,-0.000506291,0.897934
-0.450005,-1.02311e-06,0.898011
